,rl_yaw,rl_roll,rl_pitch
244,-0.8125,-63.0625,35.9375
245,-0.8125,-63.0625,35.9375
246,-0.8125,-63.0625,36.0
247,-0.8125,-63.0625,36.0625
248,-0.8125,-63.0,36.125
249,-0.8125,-63.0,36.125
250,-0.8125,-62.9375,36.125
251,-0.8125,-63.0,36.125
252,-0.8125,-63.0,36.125
253,-0.8125,-62.9375,36.1875
254,-0.8125,-62.9375,36.125
255,-0.8125,-62.9375,36.125
256,-0.8125,-62.9375,36.1875
257,-0.8125,-62.9375,36.1875
258,-0.8125,-62.9375,36.1875
259,-0.8125,-62.9375,36.1875
260,-0.8125,-62.9375,36.1875
261,-0.8125,-62.9375,36.1875
262,-0.8125,-62.9375,36.1875
263,-0.8125,-62.9375,36.1875
264,-0.8125,-62.9375,36.1875
265,-0.8125,-62.9375,36.25
266,-0.8125,-62.9375,36.25
267,-0.8125,-62.9375,36.25
268,-0.8125,-62.9375,36.1875
269,-0.8125,-62.9375,36.1875
270,-0.8125,-62.9375,36.1875
271,-0.8125,-62.9375,36.1875
272,-0.8125,-62.9375,36.1875
273,-0.8125,-62.9375,36.1875
274,-0.8125,-62.9375,36.1875
275,-0.8125,-62.9375,36.1875
276,-0.8125,-62.9375,36.1875
277,-0.8125,-62.9375,36.1875
278,-0.8125,-62.9375,36.1875
279,-0.8125,-62.9375,36.1875
280,-0.8125,-62.9375,36.1875
281,-0.8125,-62.9375,36.125
282,-0.8125,-62.9375,36.125
283,-0.875,-62.9375,36.0625
284,-0.875,-62.9375,36.0
285,-0.9375,-62.9375,36.0625
286,-1.0625,-63.0,36.3125
287,-1.125,-63.0625,36.375
288,-1.0625,-63.0,36.375
289,-1.0625,-62.9375,36.3125
290,-1.0625,-62.875,36.1875
291,-1.0625,-62.8125,36.1875
292,-1.0625,-62.8125,36.1875
293,-1.0625,-62.8125,36.1875
294,-1.0625,-62.8125,36.25
295,-1.0625,-62.75,36.3125
296,-1.0625,-62.8125,36.375
297,-1.0625,-62.8125,36.375
298,-1.0625,-62.8125,36.4375
299,-1.0625,-62.8125,36.5
300,-1.125,-62.75,36.4375
301,-1.125,-62.75,36.375
302,-1.125,-62.6875,36.375
303,-1.125,-62.6875,36.4375
304,-1.125,-62.6875,36.4375
305,-1.125,-62.6875,36.4375
306,-1.125,-62.625,36.4375
307,-1.125,-62.625,36.5
308,-1.125,-62.625,36.5625
309,-1.125,-62.625,36.625
310,-1.125,-62.625,36.625
311,-1.125,-62.625,36.625
312,-1.1875,-62.75,36.6875
313,-1.125,-62.75,36.75
314,-1.0625,-62.6875,36.875
315,-1.0,-62.6875,36.9375
316,-1.0,-62.75,36.9375
317,-1.0625,-62.75,36.9375
318,-1.0625,-62.6875,36.875
319,-1.0625,-62.6875,36.8125
320,-1.0625,-62.6875,36.75
321,-1.125,-62.6875,36.75
322,-1.125,-62.6875,36.6875
323,-1.125,-62.625,36.6875
324,-1.125,-62.625,36.6875
325,-1.125,-62.625,36.6875
326,-1.125,-62.625,36.6875
327,-1.125,-62.625,36.625
328,-1.125,-62.625,36.625
329,-1.1875,-62.6875,36.625
330,-1.1875,-62.6875,36.625
331,-1.1875,-62.6875,36.625
332,-1.1875,-62.6875,36.625
333,-1.1875,-62.6875,36.625
334,-1.1875,-62.6875,36.625
335,-1.1875,-62.6875,36.625
336,-1.1875,-62.6875,36.625
337,-1.1875,-62.75,36.625
338,-1.1875,-62.75,36.6875
339,-1.1875,-62.75,36.6875
340,-1.1875,-62.6875,36.625
341,-1.1875,-62.625,36.5625
342,-1.1875,-62.625,36.5
343,-1.1875,-62.625,36.5
344,-1.1875,-62.5625,36.5
345,-1.1875,-62.5625,36.5
346,-1.25,-62.625,36.5
347,-1.25,-62.625,36.5
348,-1.3125,-62.6875,36.5625
349,-1.3125,-62.6875,36.5625
350,-1.3125,-62.6875,36.6875
